"Week_ending_Friday","Week_number","Status","Dubai_crude_USD.p.bbl","NZ_US_exrate","Dubai_crude_NZD.p.bbl","Diesel_importer_cost_NZc.p.l","Diesel_ETS_NZc.p.l","Diesel_GST_NZc.p.l","Diesel_taxes_NZc.p.l","Diesel_price_excl_taxes_NZc.p.l","Diesel_main_port_price_NZc.p.l","Diesel_discounted_retail_price_NZc.p.l","Diesel_importer_margin_NZc.p.l","Diesel_margin_trend_NZc.p.l","Regular_Petrol_importer_cost_NZc.p.l","Regular_Petrol_ETS_NZc.p.l","Regular_Petrol_GST_NZc.p.l","Regular_Petrol_taxes_NZc.p.l","Regular_Petrol_price_excl_taxes_NZc.p.l","Regular_Petrol_main_port_price_NZc.p.l","Regular_Petrol_discounted_retail_price_NZc.p.l","Regular_Petrol_importer_margin_NZc.p.l","Regular_Petrol_margin_trend_NZc.p.l","Diesel_main_port_price_excl_taxes_NZc.p.l"
2005-07-08,"2005w27","Final",53.76,0.677,79.41,69.1,0,10.4,10.8,83.1,93.9,93.9,17.6,16.7925979696807,62.3,0,14.7,62.4,69.8,132.2,132.2,10.5,12.0606159847152,83.1
2005-07-15,"2005w28","Final",54.17,0.677,80.02,65.7,0,10.6,11,84.6,95.6,95.6,13.7,16.709261935348,63.3,0,14.8,62.5,70.7,133.2,133.2,6.4,12.0625519001661,84.6
2005-07-22,"2005w29","Final",51.38,0.678,75.8,65.1,0,10.8,11.1,85.7,96.8,96.8,16.5,16.6291616378882,64.5,0,15.1,62.7,73,135.8,135.8,10.7,12.1182659894093,85.7
2005-07-29,"2005w30","Final",51.82,0.683,75.92,65.1,0,10.4,10.8,83.1,93.9,93.9,17.4,16.5490613404284,65.9,0,15.3,63,74.9,137.9,137.9,11.6,12.1739800786526,83.1
2005-08-05,"2005w31","Final",54.63,0.686,79.61,67.5,0,10.4,10.8,83.1,93.9,93.9,18,16.4689610429687,69.1,0,15.4,63.1,75.7,138.8,138.8,11.2,12.2296941678958,83.1
2005-08-12,"2005w32","Final",55.72,0.696,80.11,66.9,0,10.5,10.9,83.9,94.8,94.8,18.8,16.3888607455089,68.3,0,15.7,63.3,77.7,141,141,11.8,12.2854082571391,83.9
2005-08-19,"2005w33","Final",57.13,0.703,81.24,67,0,10.8,11.1,85.8,96.9,96.9,18.3,16.3087604480491,71,0,16,63.7,80.2,143.9,143.9,11.2,12.3411223463823,85.8
2005-08-26,"2005w34","Final",56.64,0.696,81.33,73.5,0,10.8,11.1,85.8,96.9,96.9,18.8,16.2286601505893,79.5,0,16.1,63.7,80.8,144.5,144.5,12.5,12.3968364356256,85.8
2005-09-02,"2005w35","Final",58.64,0.696,84.3,73.5,0,11,11.4,87.7,99,99,20.7,16.1485598531296,79.5,0,16.7,64.3,85.7,150,150,14.7,12.4525505248688,87.6
2005-09-09,"2005w36","Final",57.25,0.707,81.01,76.5,0,11.3,11.7,90.2,101.9,101.9,16.7,16.0684595556698,78.1,0,17.1,64.8,89.4,154.2,154.2,9.9,12.5082646141121,90.2
2005-09-16,"2005w37","Final",55.5,0.706,78.6,75.6,0,11.1,11.4,88.2,99.6,99.6,11.7,16.0072079421869,74.1,0,17.1,64.7,88.9,153.6,153.6,10.7,12.5966432548483,88.2
2005-09-23,"2005w38","Final",56.69,0.698,81.2,80.3,0,11,11.4,87.7,99,99,12.1,15.945956328704,74.6,0,16.9,64.5,87.4,151.9,151.9,13.3,12.6850218955846,87.6
2005-09-30,"2005w39","Final",56.18,0.687,81.83,83,0,11.3,11.7,90.2,101.9,101.9,9.9,15.8847047152211,73.4,0,16.9,64.5,87.4,151.9,151.9,12.8,12.7734005363209,90.2
2005-10-07,"2005w40","Final",55.96,0.695,80.54,80.3,0,11.4,11.8,91.2,103,103,8.3,15.8234531017382,71,0,16.9,64.5,87.4,151.9,151.9,13.9,12.8617791770572,91.2
2005-10-14,"2005w41","Final",54.04,0.695,77.75,79.6,0,11.8,12.1,93.8,105.9,105.9,13.4,15.7622014882553,70.4,0,16.6,64.3,85.5,149.8,149.8,14.4,12.9501578177935,93.8
2005-10-21,"2005w42","Final",53.83,0.698,77.18,75.1,0,11.7,12.1,93.3,105.3,105.3,13.7,15.7009498747723,67.7,0,16.5,64.1,84.2,148.3,148.3,13.7,13.0385364585298,93.2
2005-10-28,"2005w43","Final",52.96,0.704,75.19,72.2,0,11.3,11.7,90.2,101.9,101.9,15.1,15.6396982612894,62.7,0,15.8,63.5,79,142.5,142.5,11.3,13.1269150992661,90.2
2005-11-04,"2005w44","Final",52.9,0.697,75.95,68.5,0,11.3,11.7,90.2,101.9,101.9,18,15.5784466478065,62.5,0,15.5,63.2,76.7,139.9,139.9,14,13.2152937400023,90.2
2005-11-11,"2005w45","Final",53.16,0.684,77.73,67.3,0,11.3,11.6,89.7,101.3,101.3,21.2,15.5334213159189,62.2,0,15.5,63.2,76.7,139.9,139.9,14.2,13.2885423517062,89.7
2005-11-18,"2005w46","Final",50.67,0.684,74.04,68.1,0,10.8,11.2,86.3,97.5,97.5,19,15.4883959840312,60.1,0,15.3,63,74.8,137.8,137.8,12.6,13.36179096341,86.3
2005-11-25,"2005w47","Final",50.55,0.691,73.1,65.5,0,10.5,10.9,84,94.9,94.9,15.9,15.4433706521435,58.4,0,15.2,62.9,74,136.9,136.9,13.9,13.4350395751139,84
2005-12-02,"2005w48","Final",50.5,0.702,71.98,61.2,0,10.3,10.7,82.1,92.8,92.8,16.6,15.3983453202559,54.7,0,15,62.7,72.6,135.3,135.3,14.2,13.5082881868177,82.1
2005-12-09,"2005w49","Final",53.26,0.71,74.99,64.1,0,9.9,10.2,78.7,88.9,88.9,17.5,15.3533199883682,57,0,14.7,62.3,69.6,131.9,131.9,14.9,13.5815367985216,78.7
2005-12-16,"2005w50","Final",54.82,0.704,77.88,68.4,0,9.9,10.3,79.2,89.5,89.5,15.1,15.3082946564805,60,0,14.7,62.4,70.1,132.5,132.5,13.1,13.6547854102254,79.2
2005-12-23,"2005w51","Final",52.68,0.682,77.23,70.7,0,10.3,10.7,82.2,92.9,92.9,13.8,15.2632693245928,59.1,0,15.1,62.8,73.1,135.9,135.9,13.2,13.7280340219292,82.2
2005-12-30,"2005w52","Final",52.11,0.678,76.85,70.6,0,10.3,10.7,82.2,92.9,92.9,11.5,15.2182439927052,60.1,0,15.1,62.8,73.1,135.9,135.9,14,13.8012826336331,82.2
2006-01-06,"2006w01","Final",55.53,0.686,80.96,73.3,0,10.4,10.8,83,93.8,93.8,12.4,15.190423953826,65.3,0,15.2,62.9,73.9,136.8,136.8,13.8,13.8593131937863,83
2006-01-13,"2006w02","Final",57.36,0.694,82.67,72.1,0,11,11.3,87.4,98.8,98.8,14.2,15.1626039149468,63.6,0,15.7,63.3,77.7,141,141,12.4,13.9173437539394,87.5
2006-01-20,"2006w03","Final",58.55,0.69,84.88,78.7,0,11.1,11.5,88.4,99.9,99.9,16.4,15.1347838760676,65.8,0,15.8,63.4,78.5,141.9,141.9,14.9,13.9753743140926,88.4
2006-01-27,"2006w04","Final",60.22,0.684,88.1,80.1,0,11.5,11.8,91.5,103.3,103.3,12.8,15.1069638371884,66.3,0,16.1,63.8,81.5,145.3,145.3,15.8,14.0334048742458,91.5
2006-02-03,"2006w05","Final",60.48,0.685,88.3,75.9,0,11.8,12.1,93.8,105.9,105.9,13.6,15.0791437983092,64.3,0,16.2,63.9,81.9,145.8,145.8,15.6,14.091435434399,93.8
2006-02-10,"2006w06","Final",58.83,0.678,86.74,78.6,0,11.8,12.1,93.8,105.9,105.9,17.9,15.05132375943,63.3,0,15.9,63.6,79.6,143.2,143.2,15.3,14.1494659945522,93.8
2006-02-17,"2006w07","Final",56.38,0.675,83.53,78.8,0,11.8,12.1,93.8,105.9,105.9,15.2,15.0235037205508,62.6,0,15.8,63.4,78.5,141.9,141.9,15.2,14.2074965547054,93.8
2006-02-24,"2006w08","Final",56.02,0.664,84.37,80.8,0,11.8,12.2,94.2,106.3,106.3,15.3,14.9956836816716,66.5,0,16.1,63.7,80.8,144.5,144.5,18.1,14.2655271148585,94.1
2006-03-03,"2006w09","Final",57.61,0.663,86.94,80.6,0,12,12.3,95.3,107.6,107.6,14.5,15.0000896536507,67.1,0,16.4,64.1,83.8,147.9,147.9,17.3,14.3080120203208,95.3
2006-03-10,"2006w10","Final",58.15,0.654,88.94,83.3,0,11.9,12.3,94.9,107.2,107.2,14.3,15.0044956256299,68,0,16.6,64.2,84.9,149.2,149.2,17.8,14.3504969257831,94.9
2006-03-17,"2006w11","Final",57.25,0.642,89.14,84.8,0,12.1,12.5,96.4,108.9,108.9,13.2,15.008901597609,70.1,0,16.6,64.3,85.2,149.5,149.5,17.2,14.3929818312454,96.4
2006-03-24,"2006w12","Final",56.98,0.625,91.2,83.8,0,12.4,12.8,99,111.8,111.8,14.2,15.0133075695882,71.7,0,16.9,64.5,87.2,151.8,151.8,17.1,14.4354667367077,99
2006-03-31,"2006w13","Final",58.18,0.608,95.74,87.2,0,12.8,13.2,102,115.2,115.2,18.2,15.0177135415673,76.3,0,17.2,64.9,90.3,155.2,155.2,18.6,14.47795164217,102
2006-04-07,"2006w14","Final",61.13,0.611,100.02,89.7,0,13,13.3,103.6,116.9,116.9,16.4,15.0221195135465,79.1,0,17.4,65.7,90.5,156.2,156.2,14.1,14.5204365476323,103.6
2006-04-14,"2006w15","Final",62.65,0.613,102.16,92.5,0,13.4,13.7,106.6,120.3,120.3,16.9,15.0265254855256,83.4,0,17.7,66.1,93.3,159.3,159.3,14.1,14.5629214530946,106.6
2006-04-21,"2006w16","Final",65.75,0.628,104.64,97,0,13.7,14,108.9,122.9,122.9,16.4,15.0309314575047,86.7,0,18.3,66.6,97.8,164.5,164.5,14.5,14.6054063585569,108.9
2006-04-28,"2006w17","Final",66.49,0.631,105.35,100.2,0,13.8,14.2,110.2,124.3,124.3,13.2,15.0505974864695,87.3,0,18.8,67.1,101.6,168.8,168.8,15,14.6063969304912,110.1
2006-05-05,"2006w18","Final",66.81,0.638,104.65,101.1,0,14.2,14.6,113.3,127.9,127.9,13.2,15.0702635154343,92,0,19,67.4,103.5,170.9,170.9,16.2,14.6073875024256,113.3
2006-05-12,"2006w19","Final",65.78,0.632,104.03,101.7,0,14.2,14.6,113.3,127.9,127.9,12.3,15.089929544399,92.5,0,19,67.4,103.5,170.9,170.9,11.6,14.6083780743599,113.3
2006-05-19,"2006w20","Final",63.65,0.623,102.09,101.2,0,14.2,14.6,113.3,127.9,127.9,11.6,15.1095955733638,93.9,0,19,67.4,103.5,170.9,170.9,11,14.6093686462943,113.3
2006-05-26,"2006w21","Final",64.35,0.629,102.38,96.5,0,14.2,14.6,113.3,127.9,127.9,12.1,15.1292616023286,92.1,0,19,67.4,103.5,170.9,170.9,9.6,14.6103592182286,113.3
2006-06-02,"2006w22","Final",65.32,0.635,102.91,96,0,14.2,14.6,113.3,127.9,127.9,16.9,15.1489276312933,90,0,19,67.4,103.5,170.9,170.9,11.5,14.611349790163,113.3
2006-06-09,"2006w23","Final",65.77,0.629,104.57,96.3,0,14.2,14.6,113.3,127.9,127.9,17.4,15.1685936602581,89.3,0,19,67.4,103.5,170.9,170.9,13.5,14.6123403620973,113.3
2006-06-16,"2006w24","Final",63.7,0.625,101.89,95.4,0,14.2,14.6,113.3,127.9,127.9,17.1,15.1882596892228,88.1,0,19,67.4,103.5,170.9,170.9,14.2,14.6133309340316,113.3
2006-06-23,"2006w25","Final",63.99,0.616,103.94,94.3,0,14,14.4,111.8,126.2,126.2,16.4,15.1931416341243,85.4,0,18.8,67.2,102,169.2,169.2,13.9,14.5760691094349,111.8
2006-06-30,"2006w26","Final",66.66,0.603,110.54,96.9,0,13.8,14.1,109.8,123.9,123.9,15.5,15.1980235790257,91.2,0,18.5,66.9,100,166.9,166.9,14.6,14.5388072848382,109.8
2006-07-07,"2006w27","Final",68.81,0.607,113.42,98,0,13.8,14.1,109.8,123.9,123.9,12.9,15.2029055239272,92.3,0,18.9,67.2,102.5,169.8,169.8,11.4,14.5015454602414,109.8
2006-07-14,"2006w28","Final",69.58,0.615,113.11,97.1,0,13.8,14.1,109.8,123.9,123.9,11.8,15.2077874688286,91.2,0,19,67.4,103.5,170.9,170.9,11.2,14.4642836356447,109.8
2006-07-21,"2006w29","Final",69.19,0.623,111.08,95.6,0,14.1,14.4,112.1,126.5,126.5,15,15.21266941373,91.1,0,19.4,67.8,107,174.8,174.8,15.8,14.4270218110479,112.1
2006-07-28,"2006w30","Final",68.34,0.622,109.82,94.9,0,14.2,14.6,113.3,127.9,127.9,17.8,15.2175513586315,90.7,0,19.7,68,108.9,176.9,176.9,17.7,14.3897599864512,113.3
2006-08-04,"2006w31","Final",70.17,0.62,113.22,96.7,0,14,14.3,111.4,125.8,125.8,16.6,15.2224333035329,93.5,0,19.7,68,108.9,176.9,176.9,18.1,14.3524981618544,111.5
2006-08-11,"2006w32","Final",71.21,0.628,113.39,97.8,0,13.9,14.2,110.7,124.9,124.9,14,15.2273152484343,91.3,0,19.7,68,108.9,176.9,176.9,15.4,14.3152363372577,110.7
2006-08-18,"2006w33","Final",68.17,0.636,107.18,95,0,13.9,14.2,110.7,124.9,124.9,12.8,15.2067232646791,84.4,0,19.2,67.6,105.4,173,173,14.1,14.2705858723802,110.7
2006-08-25,"2006w34","Final",68.12,0.638,106.85,94.5,0,13.8,14.1,109.9,124,124,14.9,15.1861312809238,83.3,0,18.5,66.9,100,166.9,166.9,15.5,14.2259354075026,109.9
2006-09-01,"2006w35","Final",65.21,0.645,101.1,92.3,0,13.5,13.9,108,121.9,121.9,13.5,15.1655392971686,77.2,0,18.4,66.8,98.7,165.5,165.5,15.4,14.181284942625,108
2006-09-08,"2006w36","Final",63.42,0.65,97.58,89.6,0,13.4,13.7,106.5,120.2,120.2,14.2,15.1449473134133,70.8,0,17.6,66,92.5,158.5,158.5,15.3,14.1366344777475,106.5
2006-09-15,"2006w37","Final",60.05,0.647,92.8,82.7,0,13.1,13.5,104.8,118.3,118.3,15.3,15.1243553296581,68.3,0,17.2,65.5,88.9,154.5,154.5,18.1,14.0919840128699,104.8
2006-09-22,"2006w38","Final",57.53,0.661,86.98,77.5,0,12.7,13,100.9,113.9,113.9,18.2,15.1037633459028,66.4,0,16.5,64.9,83.7,148.6,148.6,15.5,14.0473335479924,100.9
2006-09-29,"2006w39","Final",56.52,0.66,85.61,76.2,0,11.8,12.2,94,106.2,106.2,16.6,15.0831713621476,65.4,0,16.2,64.6,81.1,145.6,145.6,14.7,14.0026830831148,94
2006-10-06,"2006w40","Final",56.27,0.659,85.37,75.7,0,11.4,11.8,91.2,103.9,103,15,15.0625793783923,64,0,15.9,64.2,78.5,143.9,142.8,13.2,13.9580326182373,92.0003883495146
2006-10-13,"2006w41","Final",56.29,0.659,85.41,74.2,0,11.4,11.8,91.2,103.9,103,15.4,15.0146324084164,62.3,0,15.9,64.2,78.5,143.9,142.8,14.6,13.9144111503652,92.0003883495146
2006-10-20,"2006w42","Final",56.73,0.662,85.66,72.9,0,11.4,11.8,91.2,103.9,103,17,14.9666854384404,62.1,0,15.9,64.2,78.5,143.9,142.8,16.2,13.8707896824932,92.0003883495146
2006-10-27,"2006w43","Final",56.77,0.66,86.07,72.5,0,11.4,11.8,91.2,103.9,103,18.3,14.9187384684645,61.7,0,15.9,64.2,78.5,143.9,142.8,16.4,13.8271682146212,92.0003883495146
2006-11-03,"2006w44","Final",55.48,0.669,82.91,68.6,0,11.3,11.6,89.9,102.5,101.6,17.4,14.8707914984885,59.1,0,15.7,64.1,77.3,142.5,141.3,15.6,13.7835467467491,90.7999015748031
2006-11-10,"2006w45","Final",57.53,0.668,86.12,68.8,0,10.9,11.2,86.7,98.9,98,18.1,14.8228445285126,60.9,0,15.3,63.7,74.1,138.9,137.8,14.9,13.7399252788771,87.5998979591837
2006-11-17,"2006w46","Final",56.57,0.662,85.4,70.5,0,10.9,11.2,86.7,98.9,98,17.9,14.7748975585367,61.8,0,15.3,63.7,74.1,138.9,137.8,13.2,13.696303811005,87.5998979591837
2006-11-24,"2006w47","Final",56.13,0.669,83.9,72,0,10.9,11.2,86.7,98.9,98,16.3,14.7269505885607,63.1,0,15.3,63.7,74.1,138.9,137.8,12.3,13.652682343133,87.5998979591837
2006-12-01,"2006w48","Final",58.97,0.677,87.1,72.1,0,10.9,11.2,86.7,98.9,98,14.8,14.6790036185848,65,0,15.4,63.8,75.1,140,138.9,12,13.609060875261,87.5998979591837
2006-12-08,"2006w49","Final",59.76,0.688,86.92,70.9,0,10.9,11.2,86.7,98.9,98,14.6,14.6229995703569,64.3,0,15.8,64.1,77.6,142.9,141.8,12.7,13.5808283362387,87.5998979591837
2006-12-15,"2006w50","Final",58.23,0.689,84.46,71.9,0,10.9,11.2,86.7,98.9,98,15.8,14.566995522129,65.7,0,15.8,64.1,77.6,142.9,141.8,13.4,13.5525957972163,87.5998979591837
2006-12-22,"2006w51","Final",58.44,0.693,84.29,71.7,0,10.9,11.2,86.7,98.9,98,14.8,14.5109914739011,67,0,15.8,64.1,77.6,142.9,141.8,11.9,13.524363258194,87.5998979591837
2006-12-29,"2006w52","Final",56.88,0.703,80.95,69,0,10.9,11.2,86.7,98.9,98,15.1,14.4549874256732,65.8,0,15.8,64.1,77.6,142.9,141.8,10.6,13.4961307191717,87.5998979591837
2007-01-05,"2007w01","Final",53.55,0.704,76.05,67.4,0,10.7,11.1,85.2,98.9,96.3,16.3,14.3989833774453,63.3,0,15.6,63.9,76.2,142.9,140.2,10.4,13.4678981801494,87.5111111111111
2007-01-12,"2007w02","Final",51.2,0.689,74.27,68.1,0,10.4,10.8,83.2,96.6,94,15.8,14.3429793292174,60.6,0,15.3,63.7,74.2,140.6,137.9,11,13.4396656411271,85.5123404255319
2007-01-19,"2007w03","Final",49.55,0.694,71.44,66.9,0,10.1,10.5,80.8,93.9,91.3,12.7,14.2869752809895,57.6,0,15,63.4,71.8,137.9,135.2,11.2,13.4114331021048,83.1123767798467
2007-01-26,"2007w04","Final",51.83,0.699,74.17,67.2,0,10.1,10.5,80.8,93.9,91.3,13.9,14.2309712327616,58.9,0,15,63.4,71.8,137.9,135.2,14.2,13.3832005630825,83.1123767798467
2007-02-02,"2007w05","Final",53.36,0.691,77.26,70.3,0,10.1,10.5,80.8,93.9,91.3,13.6,14.1842500312232,61.5,0,15,63.4,71.8,137.9,135.2,12.9,13.386056754613,83.1123767798467
2007-02-09,"2007w06","Final",55.44,0.684,81.03,72.6,0,10.4,10.8,83.1,96.5,93.9,12.8,14.1375288296849,63.6,0,15.3,63.7,74.1,140.5,137.8,12.6,13.3889129461436,85.4120340788072
2007-02-16,"2007w07","Final",54.31,0.688,78.89,69.9,0,10.8,11.2,86.1,99.9,97.3,13.5,14.0908076281465,62.4,0,15.7,64.1,77.1,143.9,141.2,13.6,13.3917691376741,88.411408016444
2007-02-23,"2007w08","Final",56.99,0.703,81.09,69.4,0,10.7,11.1,85.6,99.3,96.7,15.7,14.0440864266082,64.7,0,15.7,64.1,77.1,143.9,141.2,14.7,13.3946253292046,87.9123061013444
2007-03-02,"2007w09","Final",58.94,0.702,83.91,71.3,0,10.4,10.7,82.6,95.9,93.3,13.2,13.9973652250698,68.8,0,15.8,64.1,77.6,144.5,141.8,12.9,13.3974815207352,84.9101822079314
2007-03-09,"2007w10","Final",58.45,0.682,85.73,73.4,0,10.6,10.9,84.1,97.6,95,12.8,13.9506440235315,73.1,0,16.4,64.7,82.6,150,147.3,13.8,13.4003377122657,86.4098947368421
2007-03-16,"2007w11","Final",57.63,0.693,83.17,71.9,0,10.8,11.2,86.1,99.9,97.3,12.8,13.9039228219931,72,0,16.7,65.1,85.5,153.3,150.6,12.4,13.4031939037962,88.411408016444
2007-03-23,"2007w12","Final",58.02,0.705,82.28,70.9,0,10.8,11.2,86.1,99.9,97.3,14.2,13.8572016204548,70.6,0,17,65.4,87.8,155.9,153.2,15.8,13.4060500953268,88.411408016444
2007-03-30,"2007w13","Final",61.86,0.714,86.7,74,0,10.8,11.2,86.1,99.9,97.3,15.2,13.8219310937074,72.8,0,17,65.4,87.8,155.9,153.2,17.2,13.4411536326568,88.411408016444
2007-04-06,"2007w14","Final",63.75,0.72,88.55,75.7,0,11,11.4,88,100.5,99.4,14,13.78666056696,74,0,17.3,66.2,89,155.9,155.3,16.2,13.4762571699869,88.9782696177062
2007-04-13,"2007w15","Final",64.42,0.728,88.5,75.8,0,10.8,11.1,85.8,97.9,96.9,10,13.7513900402127,74.3,0,16.8,65.8,85.5,151.9,151.3,11.5,13.5113607073169,86.6885448916409
2007-04-20,"2007w16","Final",62.84,0.744,84.5,73.8,0,10.8,11.1,85.8,97.9,96.9,10,13.7161195134653,73,0,16.8,65.8,85.5,151.9,151.3,11.2,13.546464244647,86.6885448916409
2007-04-27,"2007w17","Final",64.01,0.744,86,75.5,0,10.8,11.2,86.3,98.5,97.4,12.5,13.680848986718,76.1,0,16.9,65.9,86,152.5,151.8,13,13.581567781977,87.1780287474333
2007-05-04,"2007w18","Final",63.47,0.739,85.93,76.1,0,11.2,11.6,89.3,101.9,100.9,13.8,13.6455784599706,78.1,0,17.3,66.2,89,155.9,155.3,12.9,13.6166713193071,90.1889990089197
2007-05-11,"2007w19","Final",62.55,0.734,85.27,76.7,0,11.1,11.5,88.4,100.9,99.9,12.3,13.6103079332232,78.8,0,17.1,66.1,88.1,154.9,154.3,10,13.6517748566371,89.2888888888889
2007-05-18,"2007w20","Final",64.79,0.735,88.15,77.2,0,11,11.4,87.9,100.3,99.3,11.2,13.5750374064759,81.6,0,17.1,66.1,87.6,154.3,153.7,8.8,13.6868783939671,88.789224572004
2007-05-25,"2007w21","Final",66.39,0.728,91.17,78.8,0,11,11.4,88,100.5,99.4,10.9,13.5476844739639,82.3,0,17.1,66.1,87.8,154.5,153.8,6.1,13.7159238394847,88.9782696177062
2007-06-01,"2007w22","Final",63.85,0.73,87.53,77.7,0,10.8,11.1,85.8,97.9,96.9,6.9,13.520331541452,79.1,0,16.8,65.8,85.5,151.9,151.3,3.2,13.7449692850022,86.6885448916409
2007-06-08,"2007w23","Final",65.73,0.751,87.56,75.7,0,10.9,11.3,87,99.3,98.3,9.4,13.49297860894,75,0,17,66,86.7,153.3,152.7,7.7,13.7740147305198,87.8891149542218
2007-06-15,"2007w24","Final",65.61,0.752,87.23,75.8,0,11.3,11.7,90.2,102.9,101.9,14.5,13.4656256764281,73.2,0,17.4,66.4,89.9,156.9,156.3,14.9,13.8030601760373,91.0891069676153
2007-06-22,"2007w25","Final",66.95,0.758,88.38,76.6,0,11.3,11.7,90.2,102.9,101.9,14.4,13.4382727439162,73,0,17.4,66.4,89.9,156.9,156.3,16.7,13.8321056215549,91.0891069676153
2007-06-29,"2007w26","Final",66.37,0.766,86.66,75.1,0,11.3,11.7,90.2,102.9,101.9,13.6,13.4109198114042,73.5,0,17.4,66.4,89.9,156.9,156.3,16.9,13.8611510670724,91.0891069676153
2007-07-06,"2007w27","Final",68.54,0.78,87.85,75.2,0,11.3,11.6,89.9,102.9,101.6,14.9,13.3835668788923,74.2,0,17.4,67.9,88.5,157.5,156.4,15,13.8901965125899,91.1554133858268
2007-07-13,"2007w28","Final",70.31,0.781,90,77.3,0,11.3,11.6,89.9,102.9,101.6,14.8,13.3562139463803,73.7,0,17.3,67.8,87.9,156.9,155.8,13.7,13.9192419581075,91.1554133858268
2007-07-20,"2007w29","Final",70.21,0.792,88.69,77.2,0,11.3,11.6,89.9,102.9,101.6,12.6,13.3420953832848,71.1,0,17.3,67.8,87.9,156.9,155.8,14.2,13.9251124627405,91.1554133858268
2007-07-27,"2007w30","Final",70.27,0.798,88.05,75.6,0,11.3,11.6,89.9,102.9,101.6,12.8,13.3279768201893,68.4,0,17,67.5,85.3,153.9,152.8,14.2,13.9309829673736,91.1554133858268
2007-08-03,"2007w31","Final",70.11,0.766,91.57,78.6,0,11.3,11.6,89.9,102.9,101.6,14.3,13.3138582570938,69.5,0,17,67.5,85.3,153.9,152.8,16.9,13.9368534720066,91.1554133858268
2007-08-10,"2007w32","Final",66.38,0.761,87.2,75.9,0,11.3,11.6,89.9,102.9,101.6,11.3,13.2997396939983,66.9,0,17,67.5,85.3,153.9,152.8,15.8,13.9427239766396,91.1554133858268
2007-08-17,"2007w33","Final",66.81,0.721,92.7,79,0,11.3,11.7,90.3,103.3,102,14.4,13.2856211309028,70.5,0,17,67.6,85.7,154.3,153.2,18.7,13.9485944812727,91.4559803921569
2007-08-24,"2007w34","Final",66.17,0.701,94.41,80.6,0,11.6,12,92.6,105.9,104.6,13.6,13.2715025678073,70.9,0,17.3,67.8,87.9,156.9,155.8,17.4,13.9544649859057,93.7558317399618
2007-08-31,"2007w35","Final",67.8,0.709,95.63,81.5,0,11.6,12,92.6,105.9,104.6,12,13.2573840047118,73.2,0,17.3,67.8,87.9,156.9,155.8,17.1,13.9603354905387,93.7558317399618
2007-09-07,"2007w36","Final",70.15,0.697,100.71,85.8,0,11.9,12.3,95.2,108.8,107.4,13.7,13.2432654416163,75.8,0,17.5,68.1,89.9,159,157.9,16.7,13.9662059951718,96.3448789571695
2007-09-14,"2007w37","Final",72.95,0.701,104.06,88.5,0,12.4,12.8,99.2,113.3,112,13.4,13.2244681542473,75.8,0,17.9,68.4,92.6,162.2,161.1,16.9,13.9555911638125,100.356071428571
2007-09-21,"2007w38","Final",74.95,0.724,103.52,87.1,0,13.1,13.4,104.2,118.9,117.6,15.7,13.2056708668783,76.8,0,18.1,68.6,94.2,163.9,162.8,18.4,13.9449763324532,105.35518707483
2007-09-28,"2007w39","Final",75.68,0.747,101.32,84.7,0,13.1,13.4,104.2,118.9,117.6,17.1,13.1868735795093,74.9,0,18.1,68.6,94.2,163.9,162.8,17.4,13.9343615010939,105.35518707483
2007-10-05,"2007w40","Final",73.1,0.759,96.37,82,0,12.5,12.9,99.8,114.9,112.6,15.1,13.1680762921403,72,0,17.5,68,89.4,159.9,157.5,14.6,13.9237466697346,101.744671403197
2007-10-12,"2007w41","Final",74.33,0.765,97.16,82.1,0,12.2,12.5,97,111.8,109.5,15,13.1492790047713,73.6,0,17.2,67.8,87.2,157.3,154.9,15.2,13.9131318383753,99.0437442922374
2007-10-19,"2007w42","Final",78.63,0.758,103.73,86,0,12.5,12.9,99.6,114.8,112.5,17.6,13.1304817174023,77.7,0,17.7,68.2,91.1,161.8,159.3,17.5,13.902517007016,101.644444444444
2007-10-26,"2007w43","Final",79.73,0.755,105.57,87.5,0,12.6,13,100.8,116,113.8,14.8,13.1116844300333,79.3,0,17.8,68.4,92.2,163,160.6,14.5,13.8919021756567,102.756414762742
2007-11-02,"2007w44","Final",84.4,0.767,110.01,90.4,0,13,13.4,104,119.6,117.3,16.4,13.0928871426643,81.7,0,18.3,68.8,95.5,166.8,164.3,16.2,13.8812873442974,105.945098039216
2007-11-09,"2007w45","Final",87.83,0.773,113.6,94,0,13.1,13.4,104.2,119.9,117.6,13.8,13.0628531289851,84.3,0,18.5,69,97.4,168.9,166.5,15.7,13.8382854997295,106.243792517007
2007-11-16,"2007w46","Final",85.05,0.756,112.57,94.9,0,13.1,13.5,104.7,120.5,118.2,10.8,13.0328191153058,85.4,0,18.5,69,97.4,168.9,166.5,13.1,13.7952836551616,106.745093062606
2007-11-23,"2007w47","Final",88.32,0.756,116.8,98.5,0,13.5,13.9,107.6,123.8,121.5,12.8,13.0027851016266,87.9,0,18.7,69.3,99.4,171,168.6,13.9,13.7522818105937,109.644444444444
2007-11-30,"2007w48","Final",85.99,0.763,112.68,97.4,0,14,14.3,111.3,127.9,125.6,12.8,12.9727510879474,86.6,0,19.1,69.6,101.9,173.9,171.5,14,13.7092799660258,113.343630573248
