Date,TradingPeriod,Island,PointOfConnection,Trader,Type,ClearedEnergy (MW),ClearedFIR (MW),ClearedSIR (MW)
2019-06-18,45,NI,GLN0332 GLN0,ALNT,ENOF,62.000,.000,.000
2019-06-18,45,SI,CYD2201 CYD0,CTCT,ENOF,408.000,.000,.000
2019-06-18,45,NI,OKI2201 OKI0,CTCT,ENOF,28.000,.000,.000
2019-06-18,45,NI,PPI2201 PPI0,CTCT,ENOF,41.000,.000,.000
2019-06-18,45,SI,ROX1101 ROX0,CTCT,ENOF,78.000,.000,.000
2019-06-18,45,SI,ROX2201 ROX0,CTCT,ENOF,200.001,.000,.000
2019-06-18,45,NI,SFD2201 SPL0,CTCT,ENOF,250.000,.000,.000
2019-06-18,45,NI,THI2201 THI1,CTCT,ENOF,82.000,.000,.000
2019-06-18,45,NI,THI2201 THI2,CTCT,ENOF,84.000,.000,.000
2019-06-18,45,NI,WRK0331 TAA0,CTCT,ENOF,26.000,.000,.000
2019-06-18,45,NI,WRK2201 WRK0,CTCT,ENOF,123.000,.000,.000
2019-06-18,45,SI,CYD2201 CYD0,CTCT,PLRO,.000,44.880,45.000
2019-06-18,45,SI,ROX1101 ROX0,CTCT,PLRO,.000,7.000,6.000
2019-06-18,45,SI,ROX2201 ROX0,CTCT,PLRO,.000,10.999,10.999
2019-06-18,45,NI,SFD2201 SPL0,CTCT,PLRO,.000,7.700,30.000
2019-06-18,45,NI,WGN0331,ERGY,ILRO,.000,96.857,81.195
2019-06-18,45,NI,HLY2201 HLY5,GENE,ENOF,400.000,.000,.000
2019-06-18,45,NI,RPO2201 RPO0,GENE,ENOF,65.000,.000,.000
2019-06-18,45,SI,TKA0111 TKA1,GENE,ENOF,24.000,.000,.000
2019-06-18,45,SI,TKB2201 TKB1,GENE,ENOF,138.000,.000,.000
2019-06-18,45,NI,TKU2201 TKU0,GENE,ENOF,188.000,.000,.000
2019-06-18,45,NI,TUI1101 KTW0,GENE,ENOF,31.000,.000,.000
2019-06-18,45,NI,TUI1101 PRI0,GENE,ENOF,40.000,.000,.000
2019-06-18,45,NI,TUI1101 TUI0,GENE,ENOF,54.000,.000,.000
2019-06-18,45,NI,RPO2201 RPO0,GENE,PLRO,.000,.002,.001
2019-06-18,45,SI,TKA0111 TKA1,GENE,PLRO,.000,.202,.502
2019-06-18,45,SI,TKB2201 TKB1,GENE,PLRO,.000,2.002,7.002
2019-06-18,45,NI,TUI1101 KTW0,GENE,PLRO,.000,2.001,3.000
2019-06-18,45,NI,TUI1101 PRI0,GENE,PLRO,.000,.002,.001
2019-06-18,45,NI,TUI1101 TUI0,GENE,PLRO,.000,.002,5.700
2019-06-18,45,NI,TKU2201 TKU0,GENE,TWRO,.000,12.200,38.300
2019-06-18,45,NI,MHO0331 MHO0,KING,ENOF,26.000,.000,.000
2019-06-18,45,SI,AVI2201 AVI0,MERI,ENOF,120.375,.000,.000
2019-06-18,45,SI,BEN2202 BEN0,MERI,ENOF,394.000,.000,.000
2019-06-18,45,SI,MAN2201 MAN0,MERI,ENOF,788.000,.000,.000
