Date,TradingPeriod,Island,PointOfConnection,Trader,Type,ClearedEnergy (MW),ClearedFIR (MW),ClearedSIR (MW)
2019-06-15,1,NI,GLN0332 GLN0,ALNT,ENOF,49.000,.000,.000
2019-06-15,1,SI,CYD2201 CYD0,CTCT,ENOF,274.000,.000,.000
2019-06-15,1,NI,OKI2201 OKI0,CTCT,ENOF,42.000,.000,.000
2019-06-15,1,NI,PPI2201 PPI0,CTCT,ENOF,41.000,.000,.000
2019-06-15,1,SI,ROX1101 ROX0,CTCT,ENOF,40.010,.000,.000
2019-06-15,1,SI,ROX2201 ROX0,CTCT,ENOF,194.000,.000,.000
2019-06-15,1,NI,SFD2201 SPL0,CTCT,ENOF,160.000,.000,.000
2019-06-15,1,NI,THI2201 THI1,CTCT,ENOF,82.000,.000,.000
2019-06-15,1,NI,THI2201 THI2,CTCT,ENOF,84.000,.000,.000
2019-06-15,1,NI,WRK0331 TAA0,CTCT,ENOF,26.000,.000,.000
2019-06-15,1,NI,WRK2201 WRK0,CTCT,ENOF,123.000,.000,.000
2019-06-15,1,NI,WGN0331,ERGY,ILRO,.000,14.071,26.103
2019-06-15,1,NI,HLY2201 HLY5,GENE,ENOF,250.000,.000,.000
2019-06-15,1,NI,RPO2201 RPO0,GENE,ENOF,60.000,.000,.000
2019-06-15,1,SI,TKA0111 TKA1,GENE,ENOF,24.000,.000,.000
2019-06-15,1,SI,TKB2201 TKB1,GENE,ENOF,138.000,.000,.000
2019-06-15,1,NI,TUI1101 KTW0,GENE,ENOF,7.700,.000,.000
2019-06-15,1,NI,TUI1101 PRI0,GENE,ENOF,13.800,.000,.000
2019-06-15,1,NI,TUI1101 TUI0,GENE,ENOF,18.500,.000,.000
2019-06-15,1,NI,RPO2201 RPO0,GENE,PLRO,.000,5.000,5.000
2019-06-15,1,SI,TKA0111 TKA1,GENE,PLRO,.000,.200,.000
2019-06-15,1,SI,TKB2201 TKB1,GENE,PLRO,.000,2.000,4.987
2019-06-15,1,NI,TUI1101 KTW0,GENE,PLRO,.000,.001,.001
2019-06-15,1,NI,TUI1101 PRI0,GENE,PLRO,.000,.001,.001
2019-06-15,1,NI,TUI1101 TUI0,GENE,PLRO,.000,.300,1.500
2019-06-15,1,NI,MHO0331 MHO0,KING,ENOF,25.500,.000,.000
2019-06-15,1,SI,AVI2201 AVI0,MERI,ENOF,90.740,.000,.000
2019-06-15,1,SI,BEN2202 BEN0,MERI,ENOF,354.000,.000,.000
2019-06-15,1,SI,MAN2201 MAN0,MERI,ENOF,666.000,.000,.000
2019-06-15,1,SI,OHA2201 OHA0,MERI,ENOF,80.564,.000,.000
2019-06-15,1,SI,OHB2201 OHB0,MERI,ENOF,87.348,.000,.000
2019-06-15,1,SI,OHC2201 OHC0,MERI,ENOF,87.348,.000,.000
2019-06-15,1,SI,WTK0111 WTK0,MERI,ENOF,65.000,.000,.000
2019-06-15,1,SI,AVI2201 AVI0,MERI,PLRO,.000,6.556,9.179
2019-06-15,1,SI,BEN2202 BEN0,MERI,PLRO,.000,.001,.000
2019-06-15,1,SI,MAN2201 MAN0,MERI,PLRO,.000,51.000,67.000
